"","player_api_id","NoOfOccurances","player_name","overall_rating","NumberofLeagues","gk_all"
"53",5687,20,"Rowin van Zaanen",66,1,52
"54",5693,119,"Kees Kwakman",71,1,148
"55",5700,3,"Charles Dissels",65,1,132
"56",5703,74,"Otman Bakkal",75,1,149
"57",5710,53,"Diederik Boer",70,1,352
"58",6757,1,"Denis Dessaer",60,1,42
"59",6771,22,"Oliver Vinamont",60,1,51
"60",6798,14,"Roel van Hemert",60,1,55
"61",6800,93,"Jonas Ivens",68,2,132
"62",6803,16,"Brecht Verbrugghe",63,1,143
"63",6824,1,"Pedro Kamata",72,1,128
"64",6853,18,"Fabian Vargas",76,1,169
"65",6864,65,"Santiago Acasiete",75,1,134
"66",6911,38,"Fabian Canobbio",77,1,160
"67",7099,1,"Toni Lehtinen",60,1,123
"68",7206,2,"Sebastian Sorsa",61,1,48
"69",7226,16,"Roni Porokara",69,1,145
"70",7284,81,"Kasper Haemaelaeinen",72,1,130
"71",7334,12,"Anssi Jaakkola",63,1,310
"72",7604,33,"Tom van Hyfte",67,1,64
"73",7616,97,"Kristian Nushi",63,1,133
"74",7621,51,"Anthony Favre",60,1,300
"75",7627,55,"Thierno Bah",63,1,76
"76",7628,27,"Tibert Pont",57,1,41
"77",7663,36,"Jerome Schneider",55,1,56
"78",7681,49,"Josip Colina",59,1,128
"79",7683,57,"Alessandro Iandoli",66,1,49
"80",8777,31,"Michele Polverino",60,1,97
"81",8780,3,"Marco Perez",73,1,47
"82",8784,87,"Stefan Nater",58,1,49
"83",8800,117,"Thomas Reinmann",63,1,63
"84",8837,43,"Angelo Raso",57,1,148
"85",8840,60,"Cristian Florin Ianu",66,1,140
"86",8881,38,"Marco Padalino",75,2,143
"87",8893,31,"Antoine Rey",65,1,62
"88",8922,120,"Nikica Jelavic",78,2,110
"89",8925,11,"Ryan Thomson",52,1,49
"90",8930,17,"Hrvoje Cale",72,1,114
"91",8932,15,"Dino Drpic",72,1,108
"92",8985,78,"Mile Jedinak",76,1,136
"93",9079,87,"Mensur Mujdza",73,1,143
"94",9086,112,"Ivica Vrdoljak",70,1,43
"95",9124,18,"Ivan Radeljic,18",67,1,125
"96",9128,9,"Tomislav Dujmovic",72,1,141
"97",9144,8,"Yasin Karaca",61,1,131
"98",9149,10,"Joost Volmer",65,1,101
"99",9183,34,"Janos Balogh",71,1,362
"100",9203,3,"Tibor Tisza",65,1,59
"101",9213,11,"Peter Czvitkovics",70,1,57
"102",9307,44,"Balazs Toth",66,2,126
"103",9449,75,"Oleksandr Shevelyukhin",67,1,46
"104",10348,39,"Alejandro Dominguez",78,1,150
"105",10404,1,"Stanislav Vlcek",75,1,148
"106",10474,5,"Evaldas Razulis",62,1,48
"107",10491,33,"Diniyar Bilyaletdinov",79,1,155
"108",10637,223,"Andris Vanins",72,1,361
"109",10880,59,"Robbie Haemhouts",66,1,61
"110",10933,102,"Robert Jez",69,1,71
"111",10950,93,"Pavel Krmas",69,1,122
"112",10967,38,"Petr Jiracek",76,1,130
"113",10984,20,"Maros Klimpl",73,1,123
"114",11024,135,"Tomas Cerny",74,1,370
"115",11027,34,"Roman Hubnik",74,1,144
"116",11038,2,"Vojtech Schulmeister",63,1,127
"117",11049,6,"Matej Krajcik",70,1,137
"118",11052,37,"Michal Svec",70,1,135
"119",11061,114,"Csaba Horvath",66,2,122
"120",11242,2,"Konstantin Engel",67,1,59
"121",11263,11,"Roman Prokoph",65,1,104
"122",11285,8,"Lucas",78,1,52
"123",11316,45,"Jean-Louis Leca",71,1,357
"124",11317,4,"Florent Ghisolfi",64,1,139
"125",11319,181,"Benoit Costil",81,1,407
"126",11320,95,"Steeve Elana",76,1,374
"127",11321,53,"Vincent Plante",74,1,369
"128",11323,149,"Cedric Hengbart",78,1,119
"129",11324,141,"Nicolas Seube",72,1,130
"130",11327,26,"Anthony Deroin",71,1,139
"131",11329,132,"Reynald Lemaitre",70,1,140
"132",11332,2,"Yohann Eudeline",70,1,132
"133",11336,69,"Rudy Riou",71,2,357
"134",11349,92,"Jose Gaspar",68,1,113
"135",11357,41,"Olafur Ingi Skulason",70,1,128
"136",11496,34,"Wade Elliott",74,1,145
"137",11498,3,"Stuart Nelson",65,1,328
"138",11555,110,"Fernando Soriano",74,1,150
"139",11569,28,"Avi Strool",67,1,141
"140",11576,32,"Tamir Cohen",73,1,155
"141",11671,4,"Gael Genevier",69,1,161
"142",11685,197,"Antonio Candreva",83,1,156
"143",11716,2,"Pedro Roma",72,1,352
"144",11726,94,"Nuno Piloto",69,1,58
"145",11734,11,"Tininho",57,1,111
"146",11736,116,"Antolin Alcaraz",74,3,140
"147",11743,128,"Artur",74,1,58
"148",11746,2,"Pedro Alves",66,1,329
"149",11747,56,"Alessandro Mangiarrati",60,1,120
"150",11752,2,"Marco Paulo",64,1,131
"151",11754,65,"Ruben Amorim",77,1,150
"152",11758,203,"Eliseu",78,2,139
"153",11759,22,"Carlos Milhazes,22",68,1,141
"154",11760,5,"Jorge Baptista",65,1,316
"155",11778,26,"Roversio",73,1,128
"156",11788,22,"Rui Baiao,22",65,1,133
"157",11795,12,"Ferreira",61,1,126
"158",11796,103,"Briguel",66,1,112
"159",11798,13,"Zeca",75,1,48
"160",11801,39,"Luis Olim",65,1,126
"161",11827,25,"Fernando Cardozo",69,1,136
"162",11829,52,"Bruno Patacas",70,1,136
"163",11833,64,"de Oliveira Cleber Monteiro",69,1,131
"164",11836,29,"Marcelo Pereira Bruno",68,1,139
"165",11840,24,"Miguel Fidalgo",68,1,131
"166",11849,52,"Pedro Moreira",69,1,63
"167",11851,33,"Nuno Silva",68,1,126
"168",11860,59,"Jose Manuel Ze Gomes",67,1,139
"169",11861,11,"Bruno Mendes",66,1,129
"170",11863,175,"Danielson",71,1,111
"171",11865,28,"Ferreira Delson,28",65,1,136
"172",11876,26,"Laranjeiro",68,1,149
"173",11897,28,"Flavio Meireles",70,1,134
"174",11901,52,"Ricardo Pessoa",65,1,59
"175",12005,1,"Ersen Martin",75,1,140
"176",12099,25,"Marcel MBayo,25",66,1,121
"177",12209,7,"Tomas Kosicky",66,1,330
"178",12245,12,"Adam Nemec",70,3,121
"179",12246,50,"Stanislav Sestak",77,1,122
"180",12283,97,"Robert Demjan",68,2,101
"181",12288,8,"Jan Durica",75,1,121
"182",12307,96,"Miroslav Bozok",63,1,43
"183",12310,8,"Rudolf Urban",57,1,40
"184",12318,106,"Dusan Pernis",70,2,351
"185",12320,23,"Dalibor Pleva",60,1,47
"186",12327,33,"Matej Izvolt",62,1,52
"187",12330,114,"Peter Pekarik",76,1,134
"188",12340,73,"Richard Zajac,28",67,1,342
"189",12371,4,"Kamil Kopunek",65,1,42
"190",12374,179,"Pavol Stano",66,1,122
"191",12381,1,"Jan Slovenciak",59,1,291
"192",12386,52,"Krisztian Nemeth",71,1,101
"193",12405,27,"Elvedin Dzinic",66,2,114
"194",12418,3,"Dragan Jelic",64,1,54
"195",12431,35,"Jure Travner",65,1,142
"196",12454,1,"Branko Ilic",69,1,138
"197",12473,65,"Marko Suler",72,2,121
"198",12574,65,"Zlatan Ljubijankic",72,1,146
"199",12692,40,"Kanu",71,1,137
"200",12763,25,"Nicolae Ovidiu Herea",69,1,60
"201",12766,80,"Cristian Sapunaru",77,2,132
"202",12985,34,"Christos Karypidis",66,1,126
"203",13033,81,"Orestis Karnezis",79,2,391
"204",13034,7,"Michalis Sifakis",76,1,377
"205",13131,70,"Tomislav Pacovski",68,1,330
"206",13191,3,"Ioannis Maniatis",75,1,51
"207",13225,29,"Fabian Pawela",62,1,53
"208",13301,46,"Kamil Kuzera",65,1,109
"209",13320,70,"Krzysztof Kotorowski",66,1,332
"210",13327,41,"Pawel Sasin",64,1,125
"211",13329,99,"Blazej Telichowski",62,1,131
"212",13334,140,"Lukasz Madej",68,2,147
"213",13345,143,"Pawel Kieszek",75,2,374
"214",13349,77,"Antoni Lukasiewicz",68,1,129
"215",13350,32,"Wojciech Szymanek",61,1,53
"216",13376,142,"Jakub Rzezniczak",70,1,126
"217",13383,127,"Maciej Korzym",67,1,114
"218",13390,60,"Wojciech Skaba",63,1,312
"219",13405,158,"Marcin Malinowski",65,1,116
"220",13410,39,"Mariusz Zganiacz",71,1,51
"221",13423,84,"Marcin Wasilewski",72,2,139
"222",13425,34,"Wahan Gevorgyan",63,1,53
"223",13428,117,"Slawomir Peszko",75,2,132
"224",13436,125,"Krzysztof Pilarz",67,1,360
"225",13437,155,"Piotr Celeban",72,1,106
"226",13449,189,"Lukasz Tralka",70,1,126
"227",13454,94,"Sebastian Przyrowski",65,1,319
"228",13471,149,"Radoslaw Cierzniak",66,2,331
"229",13472,36,"Arkadiusz Malarz",65,1,325
"230",13473,90,"Maciej Mielcarz",66,1,329
"231",13474,78,"Jaroslaw Bieniuk",67,1,57
"232",13476,10,"Dawid Kucharski",64,1,135
"233",13477,82,"Tomasz Lisowski",69,1,48
"234",13480,85,"Grzegorz Wojtkowiak",72,1,139
"235",13481,153,"Hubert Wolakiewicz",68,1,136
"236",13483,28,"Filip Burkhardt",59,1,131
"237",13486,68,"Marcin Kikut",70,1,133
"238",13490,83,"Szymon Sawala",61,1,129
"239",13494,48,"Jakub Szmatula",66,1,337
"240",13504,96,"Mateusz Zytko",60,1,62
"241",13513,45,"Pawel Strak",70,1,87
"242",13515,90,"Lukasz Mierzejewski",63,1,123
"243",13518,175,"Lukasz Piszczek",83,1,146
"244",13533,90,"Piotr Polczak",67,1,115
"245",13538,108,"Dawid Plizga",68,1,112
"246",13549,22,"Vejlko Nikitovic",61,1,70
"247",13551,170,"Tomasz Brzyski",69,1,136
"248",13554,144,"Mariusz Pawelec",66,1,144
"249",13557,26,"Dawid Soldecki",61,1,53
"250",13917,95,"Liam Kelly",68,1,113
"251",14039,160,"Paul Dixon",71,1,132
"252",14100,156,"Alan Mannus",69,1,341
"253",14487,14,"Roei Dayan",68,1,52
"254",14521,81,"Maor Melikson",76,2,54
"255",14533,14,"Gal Alberman",72,1,156
"256",14551,3,"Dekel Keinan",66,1,44
"257",14557,63,"Lior Rafaelov",78,1,52
"258",14560,55,"Eden Ben Basat",73,1,52
"259",14593,11,"Eliran Atar",72,1,46
"260",14642,28,"Yoav Ziv",67,1,133
"261",14658,58,"Vladimir Dvalishvili",69,1,55
"262",15361,101,"Jasmin Buric",71,1,348
"263",15403,174,"Edin Dzeko",85,3,129
"264",15425,3,"Veldin Muharemovic",57,1,119
"265",15456,4,"Josip Barisic",59,1,118
"266",15608,62,"Amir Spahic",60,1,115
"267",15652,1,"Ivica Dzidic",56,1,120
"268",15661,6,"Davor Landeka",58,1,66
"269",15662,29,"Sulejman Smajic",69,1,125
"270",15732,113,"Ivan Radovanovic",73,1,129
"271",15905,6,"Stanley Aborah",66,1,62
"272",15913,2,"Dimitrija Lazarevski",59,1,116
"273",15938,11,"Jovan Kostovski",66,1,69
"274",16199,22,"Boban Bajkovic",68,1,344
"275",16210,4,"Marko Perovic",70,1,148
"276",16218,33,"Simon Vukcevic",79,2,150
"277",16230,11,"Milan Smiljanic",71,1,116
"278",16254,158,"Dusan Veskovac",70,2,115
"279",16292,4,"Branko Lazarevic",66,1,53
"280",16300,88,"Gojko Kacar",78,1,145
"281",16323,2,"Nikola Nikezic",63,1,120
"282",16351,157,"Aleksandar Kolarov",79,2,154
"283",16362,27,"Andjelko Djuricic",68,1,344
"284",16368,17,"Savo Pavicevic",67,1,129
"285",16387,20,"Mladen Lazarevic",61,1,127
"286",16428,5,"Ivan Stevanovic",65,1,46
"287",16475,15,"Nikola Vukcevic",73,1,67
"288",16493,76,"Pavle Ninkov",71,1,62
"289",16511,37,"Konstantin Vassiljev",71,1,56
"290",16636,14,"Mikhail Sivakov",68,2,145
"291",16678,37,"Anton Putsila",73,1,160
"292",17233,1,"Zlatko Janjic",66,1,90
"293",17259,46,"Marnix Kolder",65,1,51
"294",17276,69,"Aloys Nong",70,1,111
"295",17296,2,"Claude Gnakpa",58,1,72
"296",17299,16,"Carlos Carmona",72,1,138
"297",17312,49,"Anther Yahia",76,1,137
"298",17319,28,"Kenny Deuchar",65,1,118
"299",17343,63,"David Barron",62,1,127
"300",17361,43,"Iain Davidson",61,1,43
"301",17391,10,"Andy Jackson",63,1,125
"302",17480,113,"Martin Canning",65,1,118
"303",17525,87,"Jim McAlister",64,1,57
"304",17528,191,"Chris Millar",63,1,129
"305",17568,50,"Gavin Skelton",63,1,124
"306",17600,80,"Darren McGregor",68,1,54
"307",17606,14,"Liam Buchanan",61,1,59
"308",17620,41,"Stuart Kettlewell",63,1,41
"309",17703,84,"Jeremy Perbet",73,2,143
"310",17711,16,"Gareth Wardlaw",62,1,56
"311",17749,116,"Iain Vigurs",68,1,58
"312",17761,79,"Jacob Mulenga",72,1,104
"313",17762,5,"Ghislain Gimbert",69,1,120
"314",17806,50,"Nassim Akrour",70,1,136
"315",17836,50,"Angelo",72,1,90
"316",17848,97,"Robert Braber",67,1,54
"317",17855,157,"Edouard Duplan",72,1,137
"318",17866,40,"Andrew Reid",78,1,153
"319",17869,117,"Dusan Kuciak",72,1,358
"320",17875,117,"Jordan Loties",74,2,135
"321",17883,19,"Emanuel Obiora Odita,19",65,1,120
"322",17887,6,"Matt Done",64,1,135
"323",18164,8,"Mariano Pavone",77,1,126
"324",18376,22,"Matias Fritzler",68,1,51
"325",18384,4,"Diego Valeri",78,2,148
"326",18388,28,"Leandro Gioda,28",73,1,111
"327",18395,5,"Marcos Aguirre",73,1,107
"328",18483,6,"Pablo Javier Perez",78,1,62
"329",18500,35,"Maximiliano Pellegrino",77,1,127
"330",18501,67,"Hernan Pellerano",74,1,136
"331",18506,119,"Mauro Zarate",84,2,143
"332",18518,22,"Jose Sosa",82,3,142
"333",18520,59,"Marcos Angeleri",76,1,48
"334",18521,23,"Jose Maria Basanta",78,1,143
"335",18533,13,"Loic Loval-Landre",67,1,149
"336",18548,57,"Jose Ze Pedro",74,1,149
"337",18549,55,"Tiago Targino",73,1,142
"338",18552,55,"Ferreira de Matos Alonso",71,1,137
"339",18558,18,"Nicolas Navarro",75,1,375
"340",18576,92,"Lucas Barrios",83,2,123
"341",18590,32,"Cristian Llama",75,1,149
"342",18592,37,"Roman Martinez",70,1,104
"343",18628,73,"Marco Ruben",76,2,135
"344",18636,44,"Pablo Barzola",66,1,134
"345",18644,25,"Federico Almerares",66,1,140
"346",18653,2,"Jose Gustavo Sand",72,1,65
"347",18664,67,"Christian Fernandez",72,1,142
"348",18673,130,"Gustavo Cabral",77,1,120
"349",18705,14,"Jesus Datolo",77,2,156
"350",18733,73,"Pablo Barrientos",79,1,151
"351",18734,74,"Dario Cvitanich",77,2,150
"352",18784,89,"Emiliano Daniel Armenteros",75,1,146
"353",18814,74,"Fernando Gago",80,2,157
"354",18816,54,"Pablo Martin Ledesma",78,1,205
"355",18820,78,"Ezequiel Scarione",76,1,58
"356",18823,194,"Matias Silvestre",80,1,144
"357",18848,5,"Jonathan Bottinelli",73,1,44
"358",18853,14,"Claudio Morel",73,1,181
"359",18859,12,"Mauro Boselli",74,2,48
"360",18880,133,"Nicolas Federico Spolli",80,1,138
"361",18904,164,"David Abraham",77,3,124
"362",18913,16,"Juan Eduardo Eluchans",70,1,122
"363",18923,14,"Carlos Matheu",71,1,46
"364",18925,179,"Ezequiel Lavezzi",86,2,130
"365",18945,38,"Santiago Gentiletti",77,2,55
"366",19000,35,"Dante Adrian Senger",61,1,52
"367",19014,19,"Guillaume Ducatel",60,1,126
"368",19020,124,"Christopher Samba",79,1,132
"369",19232,91,"Rafael Miranda",74,1,126
"370",19243,169,"Diego Costa",86,2,118
"371",19249,174,"Danilo",81,1,126
"372",19264,59,"Evandro Goebel",76,1,141
"373",19277,1,"Dinei",72,1,92
"374",19281,65,"Edivaldo Rojas",65,1,119
"375",19285,27,"Rafael Marques",73,1,126
"376",19297,28,"Thiago Xavier",66,1,134
"377",19309,16,"Edson Sitta",69,1,49
"378",19310,3,"Dyego Rocha Coelho",72,1,106
"379",19327,146,"Miranda",85,2,139
"380",19344,112,"Artur",82,2,408
"381",19352,51,"Jonathan",78,1,151
"382",19353,33,"Fabionn Lopes Patrick",64,1,134
"383",19370,13,"Rodrigo Arroz",67,1,56
"384",19372,100,"Bruno China",71,2,137
"385",19380,5,"Vinicius Pacheco",71,1,118
"386",19393,81,"Diego",73,1,379
"387",19403,5,"Galatto",75,2,383
"388",19427,41,"Claudio Pitbull",73,1,136
"389",19434,36,"Marcelo Boeck",74,1,368
"390",19435,54,"Renan",78,1,389
"391",19436,13,"Edinho",74,1,158
"392",19439,80,"Joao Guilherme",71,1,135
"393",19446,33,"Pedro Silva",72,1,143
"394",19488,6,"Rivaldo",70,1,54
"395",19489,67,"Halisson",70,1,57
"396",19511,128,"Josue",82,1,151
"397",19512,13,"Renan Silva",69,1,148
"398",19515,193,"Cassio",74,1,365
"399",19524,93,"Claudemir",70,1,53
"400",19531,23,"Silva",70,1,45
"401",19533,82,"Neymar",90,1,141
"402",19674,8,"Branko Jelic",62,1,110
"403",19696,9,"Zhi Zheng",73,1,154
"404",19908,7,"Junmin Hao",68,1,141
"405",20118,78,"Takafumi Akahoshi",69,1,50
"406",20125,89,"Hajime Hosogai",76,1,68
"407",20174,2,"Koki Mizuno",78,1,133
"408",20196,2,"Kisho Yano",68,1,64
"409",20241,13,"Takahito Soma",66,1,145
"410",20276,82,"Hulk",85,1,143
"411",20323,4,"Carciano",67,1,134
"412",20325,22,"Marcelo Silva",71,1,45
"413",20329,11,"Rafael Dias",65,1,62
"414",20342,2,"Rafael Santos",70,1,47
"415",20396,80,"Felipe Santana",77,1,126
"416",20399,3,"Dudu",61,1,125
"417",20401,126,"Michel Bastos",84,3,155
"418",20445,54,"Ederson Tormena",66,1,135
"419",20446,24,"Fagner",74,1,42
"420",20482,94,"Marcos Ceara",74,1,139
"421",20645,85,"Mike Havenaar",72,2,47
"422",20694,131,"Shinji Okazaki",78,2,42
"423",20720,41,"Robert Cullen",67,1,48
"424",20747,110,"Eiji Kawashima",74,2,367
"425",20771,4,"Akihiro Ienaga",74,1,57
"426",20790,38,"Michihirio Yasuda",70,1,45
"427",21123,5,"Erik Friberg",66,1,135
"428",21161,32,"Amoreirinha",69,1,138
"429",21164,2,"Thiago Neves",80,1,104
"430",21213,9,"Daniel Dunst",55,1,51
"431",21410,13,"Sebastian Leto",78,1,152
"432",21414,99,"Oscar Trejo",77,2,153
"433",21445,15,"Juca",74,1,165
"434",21446,144,"Hernanes",85,1,148
"435",21450,96,"Marc Bertran",74,1,145
"436",21458,22,"Andre Leone",73,1,113
"437",21528,9,"Mark Burchill",60,1,111
"438",21613,54,"Nikola Kalinic",78,2,118
"439",21645,34,"David Meul",62,1,321
"440",21657,8,"Alexandre Di Gregorio",59,1,116
"441",21726,49,"Ibrahima Conte",73,1,54
"442",21744,1,"Bart Goossens",57,1,132
"443",21751,36,"Mohammed Rabiu",71,1,130
"444",21753,76,"Tim Matthijs",68,1,60
"445",21765,76,"Jop van der Linden",72,1,53
"446",21776,43,"Gregory Lorenzi",66,2,135
"447",21785,2,"Esteban Solari",71,1,132
"448",21812,30,"Michael Klukowski",69,1,142
"449",21834,93,"Rachid Farssi",66,1,136
"450",21849,7,"Chris McCann",73,1,150
"451",21853,32,"Dudley Campbell",76,1,134
"452",21864,21,"Stephen Quinn",71,1,143
"453",21894,2,"Junio Cesar Arcanjo Juninho",68,1,58
"454",21914,21,"Chris Robertson",63,1,105
"455",21982,10,"Raffaele Schiavi",69,1,141
"456",22045,3,"Lee Tomlin",70,1,57
"457",22096,38,"Giuseppe Aquaro",65,1,80
"458",22103,4,"Luigi Beghetto",64,1,159
"459",22125,34,"Paulo Lopes",74,1,367
"460",22126,2,"Hugo Carreira",69,1,125
"461",22128,57,"Tony",68,1,46
"462",22130,1,"Hugo Valdir",61,1,122
"463",22131,75,"Hugo Morais",72,1,137
"464",22134,2,"Rui Borges",65,1,139
"465",22136,2,"Tiago Rosa",57,1,51
"466",22139,17,"Anselmo",69,1,134
"467",22234,3,"Jose Mari",79,1,126
"468",22283,73,"Fabrizio Cacciatore",72,1,143
"469",22305,1,"Simone Farelli",59,1,297
"470",22313,125,"Elkin Soto",76,1,144
"471",22337,72,"Leandro Castan",82,1,143
"472",22343,4,"Benjamin Fischer",46,1,111
"473",22355,4,"Lorenzo Del Prete",70,1,149
"474",22382,56,"Drissa Diarra",64,1,139
"475",22386,29,"Stefano Ferrario",66,1,130
"476",22418,56,"Peterson Pecanha",74,1,365
"477",22421,80,"Tiago Valente",70,2,49
"478",22427,27,"Ricardo Pedrinha,27",70,1,143
"479",22428,45,"Cristiano",74,1,142
"480",22434,14,"Ronny Carlos da Silva",68,1,44
"481",22444,11,"Garry Wood",55,1,100
"482",22514,27,"Rodrigues Saulo",68,1,127
"483",22519,69,"Carlitos",66,1,135
"484",22535,17,"Elson",73,1,144
"485",22543,147,"Radamel Falcao",90,4,144
"486",22544,21,"Wason Renteria",76,1,70
"487",22545,25,"Marcinho",75,1,113
"488",22700,12,"Lorenzo Bucchi",58,1,288
"489",22706,28,"Kostadin Hazurov",65,1,38
"490",22707,79,"Stanislav Manolev",73,2,146
"491",22714,11,"Ivan Ivanov",72,1,104
"492",22732,13,"Janicio Martins",69,1,134
"493",22764,220,"Martin Skrtel",82,1,132
"494",22785,21,"Stilianos Malezas",75,1,138
"495",22822,32,"Aleksander Seliga",67,1,338
"496",22824,14,"Dusan Svento",75,1,136
"497",22831,21,"Marcel Gecov",65,2,121
"498",22832,15,"Lukas Jarolim",71,1,152
"499",22834,79,"Marek Suchy",78,1,133
"500",22894,9,"Dean Hammond",69,1,128
"501",22924,52,"Neil Alexander",73,1,370
"502",22928,78,"Glenn Loovens",73,2,128
"503",22929,151,"Joe Ledley",76,2,138
"504",22952,67,"Isaac Osbourne",66,1,127
"505",22959,24,"Luke Varney",73,1,125
"506",22962,74,"Ben Williams",66,1,323
"507",22964,99,"Billy Jones",72,1,139
"508",22969,175,"Michael Higdon",71,2,126
"509",22978,28,"Ross Turnbull",74,1,376
"510",22982,22,"Philip Chidi Onyemah",64,1,123
"511",22984,57,"Ivan Cordoba",83,1,128
"512",22988,2,"Mark Hudson",72,1,117
"513",22991,85,"Ben Watson",73,1,144
"514",22994,14,"Tom Soares",68,2,151
"515",22998,75,"Julian Speroni",77,1,379
"516",23007,31,"Andrew Davies",69,1,120
"517",23016,3,"Chris Turner",60,1,133
"518",23019,1,"Giles Barnes",74,1,140
"519",23021,116,"Boaz Myhill",77,1,384
"520",23022,60,"Andrew Dawson",72,1,129
"521",23023,31,"Ian Ashbee",73,1,132
"522",23025,19,"Nick Barmby",67,1,134
"523",23027,21,"Matt Duke",64,1,323
"524",23030,97,"Damien Delaney",75,1,139
"525",23034,35,"Craig Fagan",72,1,151
"526",23036,1,"Ryan France",60,1,112
"527",23051,11,"Jimmy Juan",61,1,134
"528",23054,1,"Owen Garvan",68,1,149
"529",23065,31,"Stephen Crainey",73,1,127
"530",23069,2,"Frazer Richardson",69,1,139
"531",23070,38,"Shaun Derry",70,1,137
"532",23072,12,"Richard Cresswell",70,1,125
"533",23073,21,"Matthew Kilgallon",74,1,142
"534",23074,20,"Robbie Blake",76,1,146
"535",23075,40,"Franco Sosa",72,1,143
"536",23080,30,"Rab Douglas",62,1,310
"537",23081,76,"Alan Maybury",66,1,143
"538",23083,62,"Stephen Hughes",68,1,146
"539",23091,67,"Richard Stearman",74,1,120
"540",23093,4,"Tommy Wright",61,1,117
"541",23099,64,"Kevin Foley",70,1,144
"542",23104,32,"Rowan Vine",70,1,51
"543",23114,61,"Dean Brill",66,1,328
"544",23115,29,"Leon Barnett",71,1,118
"545",23117,180,"John Sutton",71,1,118
"546",23127,84,"Jody Morris",67,1,133
"547",23133,12,"Adam Drury",72,1,125
"548",23134,38,"Jason Shackell",75,1,131
"549",23139,4,"Dean Ashton",82,1,111
"550",23141,116,"Paul Gallacher",68,1,336
"551",23144,24,"Jurgen Colin",66,2,117
"552",23147,1,"Joe Lewis",68,1,337
"553",23148,60,"Marc Janko",76,3,105
"554",23151,184,"Frazer Wright",68,1,128
"555",23163,10,"Akos Buzsaky",72,1,144
"556",23170,9,"Matt Derbyshire",77,1,118
"557",23182,13,"Omar Daley",65,1,137
"558",23185,33,"Graham Alexander",72,1,144
"559",23186,46,"Callum Davidson",71,1,121
"560",23187,19,"Youl Mawene",63,1,57
"561",23190,49,"David Nugent",78,1,127
"562",23193,2,"Matthew Hill",64,1,98
"563",23225,57,"Stephen Hunt",77,1,137
"564",23249,29,"Lee Bullen,29",66,1,126
"565",23253,209,"Glenn Whelan",76,1,145
"566",23254,53,"Burton O'Brien",66,1,146
"567",23257,188,"Chris Brunt",75,1,148
"568",23264,215,"Gabriel Agbonlahor",83,1,129
"569",23265,33,"Patrick Kenny,30",80,1,389
"570",23268,224,"Phil Jagielka",82,1,269
"571",23271,4,"Danny Webber",81,1,116
"572",23275,1,"Michael Tonge",74,1,145
"573",23282,94,"Nicky Shorey",77,1,152
"574",23283,111,"Steve Sidwell",78,1,152
"575",23284,16,"Ibrahima Sonko",75,1,129
